Program,Project Number,Project Title,Project Description,Area Primary,Area Secondary,Discipline Primary,Discipline Secondary,Round,Approval Date,Lead Research Institution,City,Ontario Commitment,Total Project Costs,Keyword,EXPENDITURE_TYPE,Salutation,First_Name,Middle_Name,Last_Name,OIA_AREA
Ontario Research Fund - Research Infrastructure,17162,A laboratory for investigating the role of fetal programming in Metabolic Syndrome,"Metabolic syndrome (MetS) is a combination of medical disorders that increase the risk of developing obesity, cardiovascular disease and diabetes. While scientists know that genetics, lifestyle, and diet contribute to the development of MetS in adults, new research suggests that the risks of developing it may begin at the fetal stage. At the University of Western Ontario, Drs. Timothy Regnault and Daniel Hardy are looking at the role fetal programming plays in developing MetS. Their goal? To develop drug targets for the prenatal prevention of MetS, which already affects an estimated one in five Canadians and is of rapidly growing concern worldwide.",4.1,4.9,41700,14700,Small Infrastructure Fund - Round 014 - 2008 - October,29-Apr-09,The University of Western Ontario,London,"$288,000","$720,000",,Capital,Dr.,Timothy,,Regnault,Advanced health technologies
Ontario Research Fund - Research Infrastructure,17820,"Virus Containment Suite for the Study of Vector and Vaccine
Production in Animal Cells","Vaccines protect against infectious diseases by inducing immunity, and they’re arguably one of the great advances in medicine in the 20th century. They’ve saved hundreds of millions of lives and reduced the strain on healthcare systems worldwide. But the growing threat of virus pandemics means governments will need to be able to respond quickly, with large amounts of active vaccine components. Developing that capability is the goal of research being conducted by Dr. Marc Aucoin at a new self-contained biological safety suite at the University of Waterloo.",4.3,7.4.2,10900,14600,Small Infrastructure Fund - Round 014 - 2008 - October,29-Apr-09,University of Waterloo,Waterloo,"$78,000","$242,010",,Capital,Dr.,Marc,,Aucoin,Advanced health technologies
Ontario Research Fund - Research Infrastructure,17951,"Environmental scanning electron microscopy infrastructure for integrative research in plant biodiversity, evolution, and biogeography","Dodders (Cuscuta ), a member of the morning glory family, are one of the world's most diverse and widespread group of parasitic plants. Ontario lists some dodder species as invasive/noxious weeds. Some species are detrimental pests, some are endangered, and others are being investigated for medicinal purposes. Understanding them is important from an economic, ecological and conservation point of view. Dr. Mihai Costea will conduct innovative research to understand dodder species' evolution, catalogue their diversity, and map their distribution on Earth. The findings will support Ontario's environmental and sustainable natural resource management priorities. Dr. Costea's research will contribute to the Global Taxonomy Initiative, which aims to catalogue and understand the evolution of life on Earth (biodiversity).",3.7,3.10,14100,14300,Small Infrastructure Fund - Round 013 - 2008 - June,7-Nov-09,Wilfrid Laurier University,Waterloo,"$77,521","$193,803",,Capital,Dr.,Mihai,,Costea,Bio-economy and clean technologies
Ontario Research Fund - Research Infrastructure,17971,Facility for Stable Isotope Analysis (FacSIA) of modern and ancient biogeochemical cycles in the global environment,"The demand for minerals, metals, and petroleum is growing, particularly in emerging economies in Asia and eastern Europe. Canada is positioned to be a leader in providing these commodities to world markets, but it will take new methods of resource exploration to find them. That’s where earth scientists like Drs. Elizabeth Webb and Neil Banerjee come in. Using isotope-ratio mass spectroscopy, The University of Western Ontario researchers are examining the complex geological processes that affect ore and petroleum generation. Their research also has applications for climate change, sustainable agriculture, and the search for early life.",1,1.7,13300,13600,Small Infrastructure Fund - Round 015 - 2009 - February,3-Jun-09,The University of Western Ontario,London,"$394,971","$987,427","rural, climate change",Capital,Dr.,Elizabeth,A.,Webb,Advanced health technologies
Ontario Research Fund - Research Infrastructure,18046,Translational Cytogenomic Infrastructure for Detection and Characterization of Chromosomal Abnormalities,"Molecular cytogenetics combines molecular biology (the study of biology at the molecular level) and cytogenetics (studying chromosomes and cell division). It is a common laboratory test used in the fluorescence and cancer. Dr. Joan Knoll’s innovative, technology-driven research builds on patented genomics technology that she co-invented. She will investigate chromosomal abnormalities at high resolution, in patients with genetic diseases including inherited disorders and cancer. The findings will have potential health and economic benefits, including decreasing the time it takes to get molecular cytogenetics test results, increasing and improving genetic abnormality detection (e.g., unexplained developmental delay in children; DNA changes in leukemia) and commercialization of the technology.",4.9,4,14400,15200,Small Infrastructure Fund - Round 013 - 2008 - June,7-Nov-09,The University of Western Ontario,London,"$212,039","$530,098",,Capital,Dr.,Joan,,Knoll,Advanced health technologies
Ontario Research Fund - Research Infrastructure,18057,Investigation of Behavior of Wrinkled Pipes and Ship Hulls under Static and Cyclic Loads,"The effects of cold and fatigue load on structural steel used in ship hulls is the focus of research being conducted by Dr. Sreekanta Das at the University of Windsor. It’s work of great interest to the oil and gas and ship building industries, both areas of importance for Canada. Dr. Das’ research will help oil and gas companies determine pipeline lifespans and avoid costly infrastructure and environmental damage. And by making it possible to predict the lifespan of steel hulls, especially in cold weather, his research will help shipbuilders design and build safer ships for our northern waters.",2.3,2.4,10200,10100,Small Infrastructure Fund - Round 014 - 2008 - October,29-Apr-09,University of Windsor,Windsor,"$49,648","$124,118",,Capital,Dr.,Sreekanta,,Das,Not Applicable
Ontario Research Fund - Research Infrastructure,18274,Infrastructure to Study Skeletal Muscle Apoptosis and Adaptation during Exercise and Disease,"It’s estimated that skeletal muscle wasting affects up to 35 per cent of the older adult population. A decline in muscle health is also associated with inactivity and some diseases (e.g., cancer). In research that fits with Ontario’s “Keeping Ontarians Healthy” priority, Dr. Joe Quadrilatero will research skeletal muscle apoptosis (cell death) during inactivity and illness, and study the use of physical activity as a potentially non-invasive, cost-effective prevention/treatment strategy against muscle dysfunction. Given Ontario’s aging population, this research has the potential to have a significant impact on Ontarians’ health and well-being, through setting appropriate exercise guidelines for health and public policy.",4.2,4.9,15200,14500,Small Infrastructure Fund - Round 013 - 2008 - June,7-Nov-09,University of Waterloo,Waterloo,"$164,400","$411,027",,Capital,Dr.,Joe,,Quadrilatero,Advanced health technologies
Ontario Research Fund - Research Infrastructure,18289,Field Assessment of Boreal Shield Sediment Budgets and Landscape Change,"Practical information on land surface change is vital for land use, conservation and restoration practices. Dr. Randy Dirszowsky will assess soil erosion and sediment redistribution and its effect on northern Ontario’s Boreal Shield landscape. His research will support programs such as the Sudbury Soil Study, the internationally renowned re-greening work of the Vegetation Enhancement Technical Advisory Committee (VETAC), and other local initiatives of organizations like Science North and the Nickel District Conservation Authority. This will contribute directly to the community’s environmental quality, health, and social well-being.",3.1,2.8,13500,13300,Small Infrastructure Fund - Round 013 - 2008 - June,7-Nov-09,Laurentian University,Sudbury,"$59,709","$149,273",rural,Capital,Dr.,Randy,W.,Dirszowsky,Bio-economy and clean technologies
Ontario Research Fund - Research Infrastructure,18356,Cognitive Health Research Laboratory,"Understanding how the brain processes information is fundamental to addressing various disorders (e.g., learning disorders, addictions) and skills development and deterioration (e.g. language). In a facility unique in northern Ontario, Dr. Annie Roy-Charland will measure behaviour and physiology (e.g., eye movements and brain activity). The research will contribute to improving the health of rural populations in northern Ontario, and ultimately social protocols and health interventions across Canada, especially related to alcohol addictions, learning programs and teaching methods.",4,N/A,22100,99999,Small Infrastructure Fund - Round 013 - 2008 - June,7-Nov-09,Laurentian University,Sudbury,"$170,772","$426,942",,Capital,Dr.,Annie,,Roy-Charland,Advanced health technologies
Ontario Research Fund - Research Infrastructure,18442,Multi-user Confocal Microscope,"Memory impairment is prevalent in an aging population like Ontario’s. An estimated 16 per cent of people over age 65 suffer from cognitive impairment, and this prevalence increases exponentially with age. Progress in understanding its causes offers tremendous potential economic, health and quality of life benefits for Ontarians. Dr. Diano Marrone will describe the changes in cellular function that occur over the course of normal aging. The findings could contribute to developing therapeutic strategies and effective, low-cost public policies to help all Ontarians age with a minimum of mental impairment.",4.2,4.9,40800,15200,Small Infrastructure Fund - Round 013 - 2008 - June,7-Nov-09,Wilfrid Laurier University,Waterloo,"$128,888","$350,909",,Capital,Dr.,Diano,F.,Marrone,Advanced health technologies
Ontario Research Fund - Research Infrastructure,18552,Vacuum Deposition System for Fabrication of Organic Electronic Devices,"Organic Light-Emitting Devices (OLEDs) offer significant advantages over conventional technologies: a brighter, more brilliant picture, an unlimited viewing angle, fast “response” time, mechanical flexibility, and low power consumption. That’s made them the choice of the next generation of small displays used in MP3 players and mobile phones. But before OLEDs can be widely adopted and used in large panel displays, issues relating to their reliability must be resolved. That’s the goal of research being done at the University of Waterloo by Dr. Hany Aziz. His research program promises to give Ontario’s microelectronics industry a competitive foothold in a market that’s estimated to reach $20 billion annually by 2010.",7.6,N/A,11600,11100,Small Infrastructure Fund - Round 014 - 2008 - October,29-Apr-09,University of Waterloo,Waterloo,"$150,000","$381,729",,Capital,Dr.,Hany,,Aziz,Digital media and information and communications technologies
Ontario Research Fund - Research Infrastructure,18712,Integrated facility for assessing microbial diversity and function,"Although we can’t see most micro-oganisms such as bacteria, archaea, viruses, fungi, protists and algae, we know that they’re everywhere. They inhabit the food we eat, the water we drink, and the air we breathe. They often cluster together in communities, and are beneficial in countless ways. At the University of Waterloo, Dr. Josh D. Neufeld investigates microbial communities that impact global climate change through the cycling of nutrients in the environment, maintain the healthy function of the human body and those that may be harnessed to produce biofuels and bioplastics. This research will help position Ontario as an international leader in the fields of environmental and human health microbiology.",3.10,3.1,14600,14100,Small Infrastructure Fund - Round 015 - 2009 - February,3-Jun-09,University of Waterloo,Waterloo,"$150,000","$383,105","bioeconomy, climate change",Capital,Dr.,Josh,D.,Neufeld,Not Applicable
Ontario Research Fund - Research Infrastructure,18742,Center for the Study of Biomaterials and Tissue Regeneration,"Tissue engineering holds great promise for treating all sorts of musculoskeletal and connective tissue disorders like arthritis, osteoporosis, fibrosis and periodontal disease. But its potential has yet to be realized, because scientists don’t fully understand the specific biological, chemical, and physical factors necessary to successfully integrate biomaterials with human tissues. That’s the focus of research being done at The University of Western Ontario by Dr. Douglas Hamilton. By combining biomaterials science, biomechanics, and cell and molecular biology, Dr. Hamilton aims to identify the factors that govern successful regeneration of musculoskeletal and connective tissues. The goal is to develop new treatments.",4.3,4.1,41500,11000,Small Infrastructure Fund - Round 014 - 2008 - October,29-Apr-09,The University of Western Ontario,London,"$162,718","$406,795",,Capital,Dr.,Douglas,,Hamilton,Advanced health technologies
Ontario Research Fund - Research Infrastructure,18847,Translational Imaging Centre for Cardiovascular Outcomes Research (TRICORE),"Cardiovascular disease is the number one killer of Canadians. It also robs people of their quality of life and costs the Canadian economy more than $18 billion every year in physician services, hospital costs, lost wages and decreased productivity. Better diagnosis and treatment are needed. That’s the goal of research being conducted by Dr. Samuel Siu and his co-applicant Dr James White at a new laboratory at The University of Western Ontario. Dr. Siu and Dr White are using new technologies, including 4-dimensional cardiac ultrasound and cardiac magnetic resonance imaging, to develop biomarkers to diagnose and treat cardiovascular disease.",4.1,4.9,41200,99999,Small Infrastructure Fund - Round 014 - 2008 - October,29-Apr-09,The University of Western Ontario,London,"$359,419","$898,547",,Capital,Dr.,Samuel,,Siu,Advanced health technologies
Ontario Research Fund - Research Infrastructure,18943,Center for Small Scale and Thin Film Mechanical Behaviors,"Nanotechnology holds the promise of transforming virtually every high-tech industry, from advanced manufacturing to life sciences to information technology. But there are challenges to commercializing nanotechnology devices, particularly in terms of their design and mechanical reliability. At a new centre at the University of Waterloo, Dr.Ting Tsui is developing innovative mechanical characterization techniques and fabrication processes to overcome these limitations. His work will have a profound impact on industry, by enabling faster commercialization of nanotechnology devices.",7.6,10,11100,11600,Small Infrastructure Fund - Round 014 - 2008 - October,29-Apr-09,University of Waterloo,Waterloo,"$92,000","$230,000",,Capital,Dr.,Ting,,Tsui,Not Applicable
Ontario Research Fund - Research Infrastructure,19169,Vision Physiology and Cell Biology Laboratory,"How do the lens and retina interact to control eye growth? It’s a question that interests University of Waterloo researcher Dr. Vivian Choh, because it may play a role in the development of various vision difficulties. Dr. Choh’s approach is innovative, combining vision-specific technology and cell biology techniques. Her research could lead to the development of new treatments for vision problems like myopia that affect millions of Canadians.",4.9,N/A,14900,14500,Small Infrastructure Fund - Round 014 - 2008 - October,29-Apr-09,University of Waterloo,Waterloo,"$125,000","$402,712",,Capital,Dr.,Vivian,,Choh,Advanced health technologies
Ontario Research Fund - Research Infrastructure,19355,"Advanced Joining Facilities for Macro, Micro, and Nano Level Fabrications","Materials joining is an enabling technology in the manufacture of almost all industrial products, from aircraft to automobiles, microelectronics to medical implants. It’s the focus of research being conducted at the Centre for Advanced Materials Joining at the University of Waterloo. Dr. Norman Zhou and his team are developing new technologies to enable ultrafast, reliable fabrication and continued miniaturization – at a lower cost. It’s research that’s crucial to Ontario’s future global competitiveness in advanced manufacturing.",7,7.2,11200,11400,Large Infrastructure Fund - Round 003 - 2009,28-Jul-09,University of Waterloo,Waterloo,"$1,183,608","$2,997,814",,Capital,Dr.,Norman,Y.,Zhou,Digital media and information and communications technologies
Ontario Research Fund - Research Infrastructure,19899,"Facility for the assessment of engineered rehabilitation systems for
infrastructure renewal","All over the world governments are struggling to maintain and repair essential public infrastructure, including roads, bridges, and pipes. It’s extremely expensive – in Ontario alone the government has earmarked $30 billion over five years  – and highly disruptive. At the University of Waterloo Dr. Khaled Soudki is focused on developing faster and more durable methods of repair using composite materials. His work will give governments new tools to extend the life of existing infrastructure and ensure that the next generation is safer and more durable than any before.",2.3,2.4,10100,10200,Large Infrastructure Fund - Round 003 - 2009,28-Jul-09,University of Waterloo,Waterloo,"$468,909","$1,183,960",,Capital,Dr.,Khaled,,Soudki,Not Applicable
Ontario Research Fund - Research Infrastructure,20119,Subsurface imaging for improved contaminant transport predictions,"Accelerating cleanup of contaminated groundwater is the goal of research being done by Dr. Walter Illman at the University of Waterloo. Dr. Illman and his team are conducting cutting-edge field, laboratory and computational research, with the goal of developing a new method for accurately predicting the way contaminants are transported. This research will lead to new subsurface characterization approaches that will result in accelerated cleanup and substantial cost savings to the government and industry.",3,3.5,13300,13900,Small Infrastructure Fund - Round 014 - 2008 - October,29-Apr-09,University of Waterloo,Waterloo,"$100,000","$267,005",,Capital,Dr.,Walter,,Illman,Bio-economy and clean technologies
Ontario Research Fund - Research Infrastructure,20374,Smart Materials Ontario (SMO): Advancing New Functional Materials Technology,"At Smart Materials Ontario, the goal is to dramatically transform the way we manufacture materials, specifically ‘smart’ functional materials. They’re ones that have one or more properties that can be changed in a controlled fashion by external stimuli, such as stress, temperature, and moisture, enabling new applications. Using the most advanced ion microscope and spectrometer in the world and a rapid prototyping facility, the researchers will develop innovative devices that include biosensors, electronics and biomolecular devices, and low-cost solar panel cells.",7,5,11100,10001,Large Infrastructure Fund - Round 003 - 2009,28-Jul-09,University of Waterloo,Waterloo,"$2,903,866","$7,267,669",,Capital,Dr.,Tong,,Leung,Not Applicable
Ontario Research Fund - Research Infrastructure,20914,Enhancing the Science: Polarized Photons and Improved Endstations for the SGM and PGM at the Canadian Light Source,"Nanotechnology holds the promise of transforming virtually every high-tech industry, from advanced manufacturing to life sciences to information technology. Nano-size semiconductors will lead to small, faster, less expensive computers. Nanomagnetic materials will increase data storage capabilities. Materials with nanofibres will be lighter and stronger. But realizing the potential of nanotechnology requires an understanding of the scientific properties of the materials, having a means of preparing them, and the tools to assemble them. At The University of Western Ontario, Dr. Tsun-Kong Sham is using advanced light sources to examine the chemistry of nanostructures – research that will lead to the creation of innovative new devices.",7.6,3.10,11100,12800,Large Infrastructure Fund - Round 003 - 2009,28-Jul-09,The University of Western Ontario,London,"$1,052,286","$4,047,255",,Capital,Dr.,T.K,,Sham,Digital media and information and communications technologies
Ontario Research Fund - Research Infrastructure,209322,"Research Infrastructure to Support a Cluster of Canada Research Chairs (Tier I and Tier II) in Microfluidics, Nanofluidics and Lab-on-a-Chip Technology.","A lab-on-a-chip (LOC) device is a miniaturized biomedical laboratory that can perform the same functions as its room-size counterpart – and more. The advantages are obvious: LOC devices are small, portable and can be used in the field to produce results on the spot, significantly reducing the cost of testing. But so far, no complete LOC devices exist. University of Waterloo researchers Dr. Dongquing Li and Dr. Carolyn Ren aim to change that, by developing the chip technology required to produce the first fully integrated, fully automatic, handheld LOC devices. This research will give a boost to the province’s biotech sector, and ultimately benefit Ontario’s health care and food and water inspection sectors.",4.3,7.9,11200,11000,Small Infrastructure Fund - Round 014 - 2008 - October,29-Apr-09,University of Waterloo,Waterloo,"$360,000","$946,193",,Capital,Dr.,Dongqing,,Li,Advanced health technologies
Ontario Research Fund - Research Infrastructure,20994,Image-guided Minimally Invasive Intervention and Simulation,"Ushering in a new era of surgical intervention is the goal of research being conducted by Dr. Terry Peters at The University of Western Ontario. Dr. Peters and his colleagues are developing minimally invasive surgical procedures guided by real-time imaging, providing surgeons with surrogate eyes and hands inside the body. These new procedures will significantly reduce post-operative discomfort and recovery time, and lead to lower health care costs.",4.1,4.3,11000,42700,Large Infrastructure Fund - Round 003 - 2009,28-Jul-09,The University of Western Ontario,London,"$2,577,602","$6,444,007",,Capital,Dr.,Terry,,Peters,Advanced health technologies
Ontario Research Fund - Research Infrastructure,210322,Chromosomal and point mutation discovery and interpretation in the post-genome sequencing era: tools for bioinformatic and genomic analysis,"Scientists have come to realize that in medicine, one size doesn’t fit all. Two patients with the same cancer may experience very different responses to similar treatment. That’s because we all inherit variations in our genes, and those variations can affect how our bodies respond to medications. How we can tailor medications based on an individual’s genetic make-up is an area that fascinates many researchers, including The University of Western Ontario’s Dr. Peter Rogan. A pioneer in the field of “personalized medicine”, Dr. Rogan is developing technology to identify genetic variants that influence treatment.",4.9,7.6.3,15200,14400,Small Infrastructure Fund - Round 014 - 2008 - October,29-Apr-09,The University of Western Ontario,London,"$374,063","$935,156",,Capital,Dr.,Peter,,Rogan,Advanced health technologies
Ontario Research Fund - Research Infrastructure,21166,"The Wind Engineering, Energy, and Environment (WindEEE) Dome","Extreme weather conditions, including tornados, are becoming more common and they’re costing billions of dollars in insurance claims, as well as loss of life. At a unique new Wind Engineering, Energy and Environment (WindEEE) Dome at the University of Western Ontario, scientists led by Dr. Horia Hangan are performing experiments involving the interaction of wind and the environment, experiments that weren’t possible up to now in any of the world’s existing wind tunnels. Their research will enable engineers to design buildings and structures that can withstand high intensity winds – and optimize the energy created by wind farms.",1.6,3.1,11300,11600,Large Infrastructure Fund - Round 003 - 2009,28-Jul-09,The University of Western Ontario,London,"$12,116,388","$31,994,757",climate change,Capital,Dr.,Horia,,Hangan,Bio-economy and clean technologies
Ontario Research Fund - Research Infrastructure,21616,Water Quality Research Platform in Urban and Urbanizing Watersheds,"Ontario’s future growth will depend on our ability to ensure water quality in urban and urbanizing areas. Using a section of the Grand River Watershed that’s been designated for future growth, researchers from eight Ontario universities are developing breakthrough technologies in drinking water and wastewater treatment to meet current and emerging challenges. Led by the University of Waterloo’s Dr. James Barker, the scientists are using “smart” hydrologic instruments to determine the impacts on water quality from changing, agriculture practices and increased waste and storm water discharge, and water reuse. Their goal is to develop innovative processes to meet current and emerging challenges in drinking water and wastewater treatment.",3.4,3.7,13900,10600,Large Infrastructure Fund - Round 003 - 2009,28-Jul-09,University of Waterloo,Waterloo,"$8,853,561","$22,139,452","rural, water, wastewater",Capital,Dr.,J. F.,,Barker,Bio-economy and clean technologies
Ontario Research Fund - Research Infrastructure,21619,Capacities for a Sustainable Archaeology,"Dr. Neal Ferris is fascinated by the archaeology of southern Ontario and he’s been studying it for 30 years. Now The University of Western Ontario researcher, who holds the Lawson Chair in Canadian Archaeology and is cross appointed to the Museum of Ontario Archaeology, is working to ensure that all the archaeological collections (field records, artifacts and plant/animal remains) amassed over the years from southern Ontario are collected and consolidated at two repositories at Western and McMaster University. He and his team will then convert the objects in the collections into digital data which can be accessed online. His work will promote long term, innovative research on Ontario’s archaeological heritage.",10,10,13200,99999,Large Infrastructure Fund - Round 003 - 2009,28-Jul-09,The University of Western Ontario,London,"$3,911,058","$9,777,644",,Capital,Dr.,Neal,,Ferris,Digital media and information and communications technologies
Ontario Research Fund - Research Infrastructure,21736,Materials and Manufacturing for Light Weight Automotive Structures and Advanced Occupant Protection,"For years the auto industry has been the engine that drives Ontario’s economy. But our industry is being threatened by low-cost, less regulated jurisdictions in Asia and South America, as well as technologically advanced competitors in Europe. University of Waterloo researcher Dr. Michael Worswick is determined to keep Ontario’s auto industry at the leading edge. He and his team are using innovative fabrication processes to develop the next generation of lightweight automotive materials, ones that will reduce vehicle fuel consumption and greenhouse gas emissions, while improving crashworthiness.",7.2,7.5.2,11100,11200,Large Infrastructure Fund - Round 003 - 2009,28-Jul-09,University of Waterloo,Waterloo,"$3,774,926","$15,981,151",climate change,Capital,Dr.,Michael,,Worswick,Not Applicable
Ontario Research Fund - Research Infrastructure,22464,Evaluation of body composition in health and disease,"People undergoing treatment for cancer develop changes in their body composition. These changes, such as muscle and fat loss, lead to metabolic disturbances and increase the risk of cancer recurrence, cardiovascular disease, and diabetes. University of Waterloo researcher Dr. Marina Mourtzakis is using a high precision tool called a dual-energy X-ray absorptiometer (DXA) to measure body composition and track tissue changes to evaluate the changes that occur during the time-course of the disease, and the effectiveness of nutrition and exercise programs. The goal is to ensure more successful treatments, improve survival rates, and reduce the economic burden on Ontario’s healthcare system.",4,4.9,40600,41800,Small Infrastructure Fund - Round 015 - 2009 - February,3-Jun-09,University of Waterloo,Waterloo,"$56,232","$140,582",,Capital,Dr.,Marina,,Mourtzakis,Advanced health technologies
Ontario Research Fund - Research Infrastructure,22609,Visualization and Biotelematic Environment,"Digital media is transforming our daily lives, from the way we access and use information, to how we interact with one another in our personal and work lives, to the way think about and use our bodies. But what impact is our digital culture having on our minds, bodies and health? And how can we develop new digital media experiences that actually promote health? Those are questions University of Waterloo researchers Drs. Marcel O’Gorman and Colin Ellard are interested in answering. Using a highly original and multi-faceted approach, they aim to better understand the connections between technology and behaviour, and open up new opportunities in the field of technological innovation.",7.6,4,20600,21300,Small Infrastructure Fund - Round 015 - 2009 - February,3-Jun-09,University of Waterloo,Waterloo,"$179,867","$455,685",,Capital,Dr.,Marcel,,O'Gorman,Digital media and information and communications technologies
Ontario Research Fund - Research Infrastructure,22724,Patch clamp electrophysiology setup for recording neurons in acute brain slices,"How do inhalants like toluene, found in many household products, affect the brain? The question interests Wilfrid Laurier University researcher Dr. Bruce McKay, because of the increased incidence of inhalant abuse among children and adolescents. Using a state-of-the-art technique known as ‘patch clamp electrophysiology’, Dr. McKay is studying electrical and chemical signaling in individual brain cells, to determine exactly how these substances modify brain function in young people and adults. The long-term goal is to develop drugs to treat or even reverse the damage inhalants do to the brain.",4.6,3.2,15100,41000,Small Infrastructure Fund - Round 015 - 2009 - February,3-Jun-09,Wilfrid Laurier University,Waterloo,"$50,422","$126,052",,Capital,Dr.,Bruce,E.,McKay,Bio-economy and clean technologies
Ontario Research Fund - Research Infrastructure,22905,Synthetic Macromolecular Chemistry for Well-Defined Advanced Materials,"Developing new advanced materials with interesting properties and functions is the goal of research being conducted at the University of Windsor. Dr. Zhuo Wang is using advanced macromolecular synthetic equipment to develop new polymers and nanomaterials. Potential practical applications include light emitting diodes, solar cells, and programmed drug delivery. The research will help keep Ontario at the leading edge of advanced materials research and development.",10,N/A,13200,11100,Small Infrastructure Fund - Round 015 - 2009 - February,3-Jun-09,University of Windsor,Windsor,"$48,169","$120,425",,Capital,Dr.,Zhuo,,Wang,Not Applicable
Ontario Research Fund - Research Infrastructure,8224,Montreal Diabetes Research Centre: From Biology to Innovative Therapies,"Diabetes is a chronic disease that is having an increasingly negative impact on the health and economic wellbeing of Ontarians. The search for a cure is intensifying with the creation of the Montreal Diabetes Research Centre, which will foster interactions between multidisciplinary research teams located throughout Canada. The University of Ottawa phytochemical facility, led by Dr. J. Arnason, will participate in this national effort by purchasing two pieces of specialized equipment: one that can identify and analyze medicinally important substances in plants and the other that can detect ‘difficult to see’ molecules in plants. These substances and molecules are needed to develop treatments for type 2 diabetes. The use of this equipment will advance the cure for diabetes, which will ultimately reduce this significant health and economic threat in Ontario.",4,N/A,40500,99999,Large Infrastructure Fund - Round 001 - 2004,16-Dec-04,University of Ottawa,Ottawa,"$46,000","$312,000",,Capital,Dr.,J.,,Armason,Advanced health technologies
Ontario Research Fund - Research Infrastructure,17873,Protecting the health of Ontario’s waterways using modern toxicological techniques: upgrade of the Lakehead University Aquatic Research Laboratory,"The infrastructure in the Lakehead University Aquatic Research Laboratory must be replaced to increase and modernize research capacity, increase interactions between researchers and industry, improve animal health, augment security and reduce the environmental footprint of ARL operations.",3.4,3,42400,15200,Small Infrastructure Fund - Round 017 - 2009 - October,19-Mar-10,Lakehead University,Thunder Bay,"$171,621","$532,715",,Capital,Dr.,David,R.,Law,Bio-economy and clean technologies
Ontario Research Fund - Research Infrastructure,18061,Laboratory for Studies in Language and Reading Acquisition,"At The University of Western Ontario, Dr. Jamie Metsala is investigating how early language processes that are critical to reading acquisition develop. She aims to identify the skills to target in early prevention and intervention programs so that children at risk can go on to be successful in today’s knowledge-based economy.",8.1,10,22100,21900,Small Infrastructure Fund - Round 016 - 2009 - June,24-Sep-09,The University of Western Ontario,London,"$29,963","$74,909",,Capital,Dr.,Jamie,,Metsala,Not Applicable
Ontario Research Fund - Research Infrastructure,19320,Ontario Child Abuse and Neglect Data System,"University of Toronto researcher Dr. Aron Shlonsky is establishing the Ontario Child Abuse and Neglect Data System (OCANDS), the province’s first longitudinal database that traces children's involvement with the child protection system and the services they receive. OCANDS will help social workers better understand child maltreatment and its consequences, and develop innovative policies and services to combat it.",8.8,N/A,22700,11800,Small Infrastructure Fund - Round 016 - 2009 - June,24-Sep-09,University of Toronto,Toronto,"$277,335","$695,943",,Capital,Professor,Aron,,Shlonsky,Not Applicable
Ontario Research Fund - Research Infrastructure,205623,Canada Research Chair in Thrombosis,"McMaster University researcher Dr. Jeffrey Weitz is investigating the molecular mechanisms that underlie the blood clots that form in heart or brain arteries and cause heart attacks and strokes, the number one cause of death and disability in Canada and worldwide. This information will generate novel approaches to prevention and treatment of these disorders. His work is also expected to lead to the creation of spin-off companies to commercialize the technology.",4.1,4.9,40700,14800,Small Infrastructure Fund - Round 016 - 2009 - June,24-Sep-09,McMaster University,Hamilton,"$325,515","$813,788",,Capital,Dr.,Jeffrey,,Weitz,Advanced health technologies
Ontario Research Fund - Research Infrastructure,208863,Controlled Plant Growth Chamber for Phytoextraction Research using Persistent Organic Pollutant (POP)-contaminated soils,"Funding is requested to purchase a controlled plant growth chamber to carry out phytoextraction studies using contaminated soils.  By carrying out greenhouse-scale treatability studies, optimum treatment regimes will be determined prior to testing this technology at the field-scale.",3.5,3.10,10001,10600,Small Infrastructure Fund - Round 017 - 2009 - October,19-Mar-10,Royal Military College of Canada,Kingston,"$47,841","$121,635",,Capital,Dr.,Barbara,,Zeeb,Bio-economy and clean technologies
Ontario Research Fund - Research Infrastructure,209762,Microbiological evaluation of emerging bacterial diseases,"Zoonotic diseases like rabies, diseases that can be transmitted from animals to humans, are a growing public health threat. Both newly emerging and well established diseases have the potential to significantly impact human health. University of Guelph veterinary internist Dr. Scott Weese is studying selected zoonotic diseases, to better identify why and how they occur, and investigate ways to reduce human illness.",4,N/A,40100,14600,Small Infrastructure Fund - Round 016 - 2009 - June,24-Sep-09,University of Guelph,Guelph,"$122,258","$305,643",,Capital,Dr.,J Scott,,Weese,Advanced health technologies
Ontario Research Fund - Research Infrastructure,210522,Post-Marketing Surveillance Infrastructure for Arthritis: Supporting the optimal use of therapies and best practices for rheumatologic care in Canada,"University of Toronto researcher Dr. Claire Bombardier is developing a user-friendly system that encourages patients to report on their arthritis status and medication use. The information gathered will help physicians better diagnose and treat the disease, and will help patients better manage it.",4.1,7.4.2,42500,41800,Small Infrastructure Fund - Round 016 - 2009 - June,24-Sep-09,University of Toronto,Toronto,"$156,362","$397,904",,Capital,Dr.,Claire,,Bombardier,Advanced health technologies
